karata,secenje,boja,jasnoca,dubina,sto,cena,x,y,z
0.32,5,9,6,62.5,55,576,4.39,4.38,2.74
0.32,5,9,6,63,56,576,4.42,4.38,2.77
0.32,5,9,6,61.3,56,576,4.43,4.38,2.7
0.32,4,9,6,61.1,57,576,4.42,4.39,2.69
0.32,5,9,6,62.5,57,576,4.39,4.35,2.73
0.32,5,9,6,62,57,576,4.41,4.36,2.72
0.32,5,9,6,61.6,56,576,4.39,4.37,2.7
0.32,5,9,6,62.5,55,576,4.4,4.37,2.74
0.32,5,9,6,62.9,57,576,4.4,4.37,2.76
0.32,4,9,6,62.2,59,576,4.37,4.35,2.71
0.77,4,14,7,59.4,59,3966,6,5.96,3.55
0.8,4,13,7,61.7,58,3967,5.98,5.95,3.68
0.8,5,13,6,61.4,56,3972,5.97,6.02,3.68
0.8,5,10,10,62.4,54,3972,5.93,5.99,3.72
0.81,5,13,6,61.5,57,3975,6,6.06,3.71
0.9,1,11,6,63.2,58,3976,6.09,6.16,3.87
1.23,1,14,3,63.7,58,3977,6.72,6.79,4.3
0.9,1,11,7,64.5,57,3977,6.01,6.08,3.9
0.91,1,10,6,62.7,62,3979,6.11,6.21,3.86
0.77,5,14,6,61.6,55,3980,5.88,5.91,3.63
0.73,5,14,6,61.5,55,3980,5.79,5.82,3.57
1.08,1,8,6,64.3,58,3980,6.46,6.44,4.15
1.08,3,8,6,65.1,54,3980,6.47,6.44,4.2
0.83,2,14,7,61.3,57.2,3984,6.02,6.11,3.72
1.17,4,12,3,62.2,58,3984,6.76,6.72,4.19
1.39,4,9,3,62.6,57,3985,7.15,7.1,4.46
1.02,5,10,3,62.1,56,3987,6.45,6.4,3.99
0.9,4,10,6,62.1,58,3989,6.16,6.2,3.84
0.9,1,10,6,63.1,60,3989,6.08,6.12,3.85
0.9,2,10,6,62.6,58,3989,6.14,6.22,3.87
0.9,2,10,6,62.1,57,3989,6.16,6.23,3.85
0.9,1,10,6,61.9,58,3989,6.14,6.18,3.81
0.9,1,11,6,62,63,3990,6.06,6.13,3.78
1.01,5,9,7,62.8,57,3991,6.42,6.38,4.02
0.9,2,9,6,59.3,59,3992,6.27,6.3,3.73
0.9,3,12,6,58.9,67,3992,6.18,6.17,3.64
0.91,2,9,6,61.5,58,3994,6.2,6.23,3.82
0.77,5,10,6,61.3,56,3996,5.91,5.94,3.63
0.85,2,13,6,63.6,56,3997,5.97,6.01,3.81
0.7,5,13,7,61.2,56,4000,5.72,5.75,3.51
0.7,2,14,7,59.3,55,4003,5.86,5.83,3.47
0.9,5,10,6,62.6,57,4007,6.19,6.15,3.86
0.75,5,14,7,62,58,4007,5.77,5.84,3.6
0.71,5,10,10,61.2,56,4007,5.76,5.86,3.54
0.91,2,9,6,59.9,58,4008,6.35,6.27,3.78
1.27,4,8,6,62.8,58,4011,6.96,6.92,4.36
0.91,2,10,6,63.5,57,4012,6.12,6.16,3.9
1.04,5,9,6,62.9,56,4013,6.5,6.41,4.06
1.12,4,13,3,61,59,4014,6.74,6.7,4.1
1.01,1,9,7,63.8,57,4016,6.31,6.23,4
0.97,2,9,6,62.2,55.9,4018,6.34,6.29,3.94
0.91,4,10,6,62.5,59,4018,6.19,6.09,3.84
0.9,2,10,7,62.5,56,4021,6.13,6.19,3.85
0.9,2,10,7,63,62,4021,6.09,6,3.81
0.91,5,9,7,61.9,56,4022,6.2,6.23,3.85
0.9,1,11,6,63.6,59,4022,6.1,6.04,3.86
0.9,4,11,6,61,58,4022,6.2,6.13,3.76
0.9,4,11,6,59.6,61,4022,6.25,6.2,3.71
1.14,4,14,3,61.8,59,4022,6.74,6.62,4.13
1.5,4,10,3,62.9,60,4022,7.31,7.22,4.57
1.5,1,10,3,64,56,4022,7.18,7.05,4.56
1.23,5,10,3,61.8,56,4025,6.85,6.91,4.25
0.56,2,14,10,62.5,59,4025,5.26,5.3,3.3
1,1,10,6,63.8,59,4028,6.28,6.26,4
0.71,5,14,6,60.1,56,4029,5.77,5.83,3.48
0.71,5,14,6,61.2,57,4029,5.72,5.76,3.51
0.71,5,14,6,61.2,55,4029,5.74,5.78,3.53
0.71,5,14,6,60.9,56,4029,5.76,5.79,3.52
0.71,5,14,6,61.7,56,4029,5.71,5.74,3.53
0.91,5,11,7,61.3,56,4029,6.28,6.21,3.83
0.83,5,12,7,62,57,4030,6.02,5.97,3.72
1,4,8,7,62.8,57,4032,6.39,6.35,4
1,5,8,7,62.3,56,4032,6.43,6.38,3.99
0.57,2,14,10,61.3,57,4032,5.33,5.41,3.29
1,3,11,6,44,53,4032,6.31,6.24,4.12
0.9,4,10,6,61.6,58,4032,6.26,6.18,3.83
1.5,4,13,3,61.5,58,4032,7.38,7.2,4.5
0.93,2,9,7,62.6,59,4033,6.17,6.2,3.87
0.91,5,10,6,62.6,57,4033,6.2,6.23,3.89
0.32,2,9,6,63.2,56,576,4.38,4.32,2.75
0.32,4,9,6,62.8,58,576,4.37,4.33,2.73
0.32,5,9,6,63,57,576,4.37,4.33,2.74
0.32,5,9,6,63,55,576,4.39,4.34,2.75
0.32,2,9,6,63.4,55,576,4.37,4.33,2.76
0.3,4,10,7,60,60,576,4.4,4.3,2.61
0.25,4,12,10,61.1,58,576,4.08,4.1,2.5
0.77,4,14,7,59.4,59,4037,5.96,6,3.55
0.76,5,13,6,62.1,55,4039,5.84,5.88,3.64
0.77,5,14,7,62.2,55,4039,5.85,5.88,3.65
0.92,4,10,7,61.7,62,4039,6.2,6.12,3.8
0.8,5,12,6,60.9,57,4043,5.98,6.04,3.66
0.8,5,12,6,62.1,56,4043,5.93,5.98,3.7
1.04,4,8,6,58.7,58,4043,6.68,6.61,3.9
0.9,5,10,6,62.4,56,4044,6.15,6.18,3.85
0.9,4,10,6,60.6,60,4044,6.24,6.3,3.8
1.01,3,10,7,66.1,55,4044,6.28,6.24,4.14
0.79,5,10,10,61.3,56,4046,5.96,5.98,3.66
0.72,5,14,7,61.7,56,4047,5.77,5.81,3.57
1.1,5,10,6,62.6,57,4048,6.61,6.56,4.12
1.14,2,12,3,61.3,55.8,4050,6.74,6.76,4.13
0.93,4,10,6,61,60,4050,6.29,6.26,3.82
1.23,1,14,3,63.7,58,4050,6.79,6.72,4.3
0.9,4,11,6,62.8,60,4052,6.14,6.08,3.84
0.71,5,13,7,61.1,57,4053,5.74,5.78,3.52
0.71,5,13,7,61.9,56,4053,5.7,5.73,3.54
0.9,1,11,6,62.1,59,4054,6.02,6.16,3.78
0.9,3,13,6,65,55,4057,6.11,6.04,3.95
0.9,2,13,6,61.1,63,4062,6.2,6.17,3.78
0.9,4,13,6,62.3,55,4062,6.18,6.14,3.84
0.9,4,10,7,61.8,56,4064,6.18,6.16,3.81
0.9,2,10,6,62.1,60,4064,6.11,6.2,3.82
0.9,4,10,7,63,59,4064,6.13,6.1,3.85
0.9,5,10,7,61.2,57,4064,6.28,6.24,3.83
0.9,4,10,7,61.5,59,4064,6.19,6.13,3.79
0.91,2,10,7,61.7,56,4066,6.22,6.25,3.85
0.91,2,10,7,62.7,63,4066,6.1,6.03,3.8
0.8,5,12,7,62.8,56,4070,5.91,5.96,3.73
0.9,5,10,6,62.7,57,4072,6.13,6.15,3.85
0.9,1,10,7,60.6,61,4072,6.13,6.19,3.73
1.01,3,11,6,65.7,54,4072,6.32,6.28,4.14
0.93,4,9,6,62.7,61,4073,6.24,6.14,3.88
0.91,5,13,6,62.1,55,4077,6.17,6.14,3.82
0.92,4,10,6,61.3,58,4077,6.21,6.26,3.82
1,4,9,7,60.6,58,4077,6.47,6.4,3.9
0.9,4,11,6,60.6,61,4079,6.19,6.13,3.73
0.9,2,11,6,63.5,62,4081,6.07,6.11,3.87
1,1,9,6,62.6,59,4081,6.28,6.33,3.95
0.9,2,10,6,63.3,59,4082,6.05,6.01,3.82
0.72,5,14,6,61.8,56,4082,5.74,5.78,3.56
0.72,5,14,6,61,55,4082,5.79,5.81,3.54
0.9,4,10,6,61.8,58,4082,6.17,6.12,3.8
0.9,4,10,6,61.3,59,4082,6.24,6.19,3.81
0.9,4,10,6,62.7,59,4082,6.15,6.1,3.84
0.9,4,10,6,62,57,4082,6.16,6.1,3.8
0.9,4,10,6,61.8,56,4082,6.25,6.18,3.84
0.9,4,10,6,60.7,58,4082,6.21,6.17,3.76
0.8,5,13,7,62.1,56,4086,5.92,5.97,3.69
0.81,5,14,6,62.1,56,4087,6.01,5.98,3.72
0.9,2,9,6,61.4,58,4089,6.22,6.25,3.83
1.09,4,9,6,59,61,4090,6.78,6.75,3.98
0.9,1,11,6,63.6,59,4093,6.04,6.1,3.86
0.9,2,11,6,59.6,61,4093,6.2,6.25,3.71
0.9,5,9,7,61.3,55,4093,6.21,6.25,3.82
1.08,5,8,6,62.3,56,4093,6.6,6.53,4.09
0.7,2,14,7,60.3,58,4095,5.76,5.79,3.48
1.5,4,12,3,62.6,57,4096,7.33,7.21,4.55
1.23,5,10,3,61.8,56,4098,6.91,6.85,4.25
1.2,5,8,6,61.6,54,4099,6.88,6.82,4.22
0.32,5,8,6,61.5,53,409,4.44,4.47,2.74
0.25,2,13,6,59.7,61,409,4.08,4.1,2.44
0.25,2,14,7,62.1,60,410,4.03,4.05,2.51
0.3,5,8,7,62,57,411,4.28,4.3,2.66
0.3,5,8,7,62.2,57,411,4.27,4.28,2.66
0.23,4,14,6,58.5,61,411,4.06,3.98,2.35
0.24,2,13,7,62.5,55,412,3.96,3.98,2.48
0.31,1,8,7,61.9,61,412,4.29,4.34,2.67
0.27,2,13,7,60.6,59,413,4.19,4.22,2.55
0.27,2,14,7,62.2,58,413,4.14,4.15,2.58
0.32,5,8,6,62.3,55.3,413,4.36,4.37,2.72
0.34,5,8,7,61.9,55,413,4.5,4.54,2.8
0.23,2,14,6,60.2,57,577,4.02,4.07,2.43
0.31,5,11,6,62.1,55,577,4.35,4.38,2.71
0.27,5,12,6,60.9,57,577,4.17,4.2,2.55
0.27,5,12,6,60.3,56,577,4.24,4.27,2.56
0.27,5,13,6,61,55,577,4.18,4.2,2.56
0.27,5,12,7,61.7,57,577,4.15,4.18,2.57
0.27,5,13,7,60.5,56,577,4.21,4.22,2.55
0.33,4,12,6,60,60,577,4.45,4.49,2.68
0.26,5,9,7,61.6,54,578,4.08,4.12,2.53
0.3,2,13,7,61.5,57,578,4.28,4.31,2.64
0.36,5,11,6,62.3,54,579,4.59,4.62,2.87
0.33,5,11,6,62.2,56,579,4.43,4.44,2.76
0.33,2,11,6,60.6,61,579,4.46,4.49,2.71
0.33,4,11,6,61.3,59,579,4.44,4.46,2.73
0.33,5,10,7,61.5,56,579,4.44,4.47,2.74
0.91,2,11,6,64,56.6,4105,6.09,6.15,3.92
1.2,5,8,6,62.2,54,4106,6.84,6.8,4.24
1.3,2,8,6,63.3,57,4106,6.98,6.96,4.41
0.91,3,14,6,65.7,56,4107,6.1,6.05,3.99
0.91,3,14,6,65.7,58,4107,6.04,5.99,3.95
0.9,1,11,7,65.8,59,4108,6,6.04,3.96
0.91,5,10,7,62.9,55,4109,6.23,6.13,3.89
0.81,5,10,10,61.6,58,4111,5.98,6.01,3.69
0.9,2,11,7,61.5,56,4116,6.15,6.2,3.8
0.73,2,14,7,61.1,59,4116,5.79,5.86,3.56
0.92,1,10,7,62.3,63,4116,6.18,6.3,3.88
1.05,4,8,7,60,60,4116,6.46,6.43,4
1.05,5,8,7,62.8,57,4116,6.45,6.41,4.04
0.8,2,13,7,60.7,60,4118,6,6.09,3.67
1.01,5,9,7,62.9,56,4118,6.43,6.38,4.03
1.01,2,8,6,59.3,59,4120,6.5,6.58,3.88
1.01,1,9,6,62.8,59,4121,6.34,6.4,4
0.9,2,12,6,62.7,62,4124,6.11,6.17,3.85
0.9,1,11,6,64.9,61,4124,5.91,5.99,3.86
1.14,5,12,3,61.3,56,4124,6.76,6.74,4.13
0.91,1,11,6,59.9,61,4125,6.2,6.33,3.75
0.9,3,13,6,64.5,61,4125,6.07,6.03,3.9
0.9,2,9,7,62.6,59,4126,6.11,6.15,3.84
0.8,5,13,6,62.2,55,4126,5.95,5.98,3.71
0.9,5,14,6,61.5,56,4128,6.25,6.2,3.83
0.91,4,10,6,62.8,58,4128,6.17,6.15,3.87
0.91,4,10,6,61.9,59,4128,6.23,6.18,3.84
0.91,4,10,6,61,59,4128,6.32,6.27,3.84
0.91,4,10,6,59.9,62,4128,6.33,6.26,3.77
0.9,2,10,6,63.7,61,4129,6.04,6.07,3.86
1.01,2,9,7,63.1,56,4129,6.42,6.36,4.03
1.01,1,8,7,60.4,64,4129,6.48,6.44,3.9
1.09,5,8,6,61.3,57,4131,6.63,6.61,4.06
1.2,4,9,6,61.3,60,4131,6.79,6.75,4.15
0.9,5,11,6,62.7,56,4133,6.25,6.15,3.89
0.9,5,10,6,61.9,55,4133,6.22,6.19,3.84
0.9,2,13,6,61.1,63,4134,6.17,6.2,3.78
0.73,5,14,6,60.7,57,4134,5.84,5.88,3.55
0.73,5,14,6,61.6,56,4134,5.76,5.8,3.56
0.9,2,11,6,63.4,59,4135,6.08,6.13,3.87
0.82,2,13,6,62.8,59,4135,5.92,5.93,3.72
0.9,1,11,6,64.4,62,4135,5.97,6.02,3.86
0.9,2,10,7,61.5,59,4136,6.13,6.19,3.79
0.9,2,10,7,61.8,56,4136,6.16,6.18,3.81
0.96,2,10,6,61.2,57,4136,6.34,6.38,3.89
0.9,2,10,7,62.7,57,4136,6.14,6.18,3.86
0.9,2,10,7,63,59,4136,6.1,6.13,3.85
0.9,4,11,6,62.4,61,4137,6.17,6.13,3.84
0.9,4,11,6,60.8,56,4137,6.19,6.14,3.75
0.9,4,11,6,62,60,4137,6.19,6.14,3.82
0.9,4,11,6,62.8,58,4137,6.14,6.09,3.84
1.12,5,14,3,60.6,55,4139,6.73,6.76,4.09
1.32,3,10,3,65.8,55,4140,6.87,6.83,4.51
1.5,4,11,3,60.4,55,4140,7.4,7.32,4.45
1.5,1,11,3,63.7,57,4140,7.28,7.21,4.62
0.73,5,11,10,62.3,56,4142,5.72,5.78,3.58
1,4,8,7,62.8,57,4144,6.39,6.35,4
1,5,8,7,62.3,56,4144,6.43,6.38,3.99
1.41,3,10,3,64.7,58,4145,7.05,7,4.55
1.05,4,8,6,61.1,58,4145,6.56,6.51,3.99
0.91,1,11,7,64.1,59,4150,6.1,6.13,3.92
0.76,4,12,10,60.6,60,4150,5.89,5.85,3.56
0.9,4,11,6,61.1,58,4152,6.22,6.25,3.81
1.18,5,13,3,61.6,56,4153,6.79,6.82,4.19
0.92,4,10,7,61,62,4155,6.32,6.26,3.84
0.9,2,10,6,62,57,4155,6.1,6.16,3.8
0.9,4,10,6,61.8,58,4155,6.12,6.17,3.8
0.9,4,10,6,61.3,59,4155,6.19,6.24,3.81
0.9,2,10,6,61.8,56,4155,6.18,6.25,3.84
0.9,2,10,6,62.7,59,4155,6.1,6.15,3.84
1,4,9,6,62.6,59,4155,6.33,6.28,3.95
1,1,9,6,59.7,64,4155,6.51,6.45,3.87
0.9,1,10,6,61.5,61,4156,6.15,6.24,3.81
0.9,2,10,6,62.2,58,4157,6.11,6.18,3.82
0.9,5,9,6,62,53,4157,6.17,6.23,3.85
0.59,5,14,10,60.7,58,4161,5.45,5.49,3.32
0.33,4,11,6,61.4,60,579,4.41,4.45,2.72
0.33,5,10,7,62,55,579,4.44,4.46,2.76
0.33,5,10,7,61.7,54,579,4.45,4.47,2.75
0.33,4,11,6,61.9,59,579,4.4,4.46,2.74
0.33,2,11,6,60.9,56,579,4.46,4.5,2.73
0.33,2,11,6,62,58,579,4.42,4.45,2.75
0.33,2,11,6,59.3,61,579,4.49,4.51,2.67
0.33,5,10,7,61.8,56,579,4.41,4.46,2.74
0.33,4,11,6,62.6,58,579,4.41,4.44,2.77
0.33,2,11,6,60.8,62,579,4.42,4.46,2.7
0.33,5,11,6,62.5,57,579,4.39,4.41,2.75
0.33,2,11,6,61.1,59,579,4.43,4.47,2.72
0.33,4,11,6,60.8,58,579,4.45,4.47,2.71
0.33,2,10,7,60,61,579,4.48,4.52,2.7
0.33,4,10,7,61.9,58,579,4.43,4.45,2.75
0.33,4,10,7,62.1,59,579,4.43,4.46,2.76
0.33,5,11,6,61.6,55,579,4.43,4.46,2.74
0.85,5,11,7,61.6,54,4164,6.08,6.12,3.76
1,3,10,6,66.8,63,4166,6.19,6.08,4.1
1,1,10,6,57.8,59,4166,6.53,6.47,3.75
1.51,3,11,3,65.6,54,4167,7.28,7.1,4.72
0.8,5,14,6,61,57,4170,5.96,6,3.65
1,5,10,6,62.4,57,4172,6.42,6.36,3.99
0.9,2,10,6,62.7,59,4173,6.11,6.17,3.85
0.9,5,10,6,61.6,57,4173,6.17,6.29,3.84
0.92,2,10,6,63.4,57,4173,6.17,6.11,3.89
0.92,2,10,6,63.1,57,4173,6.2,6.17,3.9
0.83,5,11,7,62.1,57,4181,5.99,6.03,3.73
0.9,2,11,6,62.4,60,4182,6.07,6.11,3.8
0.9,4,11,6,60.9,58,4183,6.34,6.19,3.79
0.78,5,14,6,62.3,54,4183,5.87,5.91,3.67
0.91,1,11,6,63.6,58,4183,6.14,6.1,3.89
0.9,3,12,7,66.2,55,4183,6.11,5.97,4
0.65,5,13,10,62.3,56,4184,5.52,5.56,3.45
0.9,2,12,6,61.2,59,4186,6.2,6.26,3.81
0.96,2,9,6,59.6,59,4187,6.36,6.42,3.81
0.85,5,13,7,63,57,4189,6.08,5.99,3.8
1.01,1,8,7,61.5,61,4189,6.39,6.45,3.95
0.86,2,14,6,62.8,55,4191,6.07,6.13,3.83
1.21,2,8,6,62.4,58,4191,6.79,6.83,4.25
0.9,4,10,6,61.7,59,4191,6.19,6.13,3.8
0.91,2,10,6,58.3,59,4193,6.35,6.47,3.74
0.8,4,11,10,62.6,58,4193,5.93,5.89,3.7
1.07,1,9,6,63.8,60,4194,6.41,6.38,4.08
0.9,5,10,7,61.8,56,4194,6.18,6.24,3.84
0.9,1,11,6,63.6,58,4194,6.12,6.08,3.88
0.9,4,11,6,61.3,59,4194,6.21,6.15,3.79
0.73,5,14,7,61.5,58,4196,5.76,5.79,3.55
1.01,1,9,6,63.9,59,4197,6.29,6.26,4.01
0.91,5,9,6,61.6,56,4199,6.17,6.25,3.83
0.91,5,9,6,61.9,56,4199,6.18,6.22,3.84
1.03,5,9,7,62.4,57,4199,6.48,6.4,4.02
1.03,4,9,7,60.1,59,4199,6.53,6.46,3.9
0.9,2,10,7,60.5,63,4201,6.13,6.16,3.72
0.91,2,10,6,59.9,62,4201,6.26,6.33,3.77
0.91,2,10,6,62.8,58,4201,6.15,6.17,3.87
0.91,4,10,6,61.9,59,4201,6.18,6.23,3.84
0.9,5,10,7,60.9,57,4201,6.2,6.24,3.79
1.05,5,8,6,62.3,56,4201,6.55,6.51,4.07
1.21,1,13,3,64,57,4201,6.73,6.67,4.29
1,1,9,7,63.8,56,4202,6.35,6.32,4.04
0.9,1,13,6,64,58,4203,6.07,6.02,3.87
1.13,2,8,6,62,59,4206,6.62,6.66,4.12
0.59,5,14,10,60.9,57,4208,5.4,5.43,3.3
1.01,2,10,6,63.1,62,4208,6.18,6.15,3.89
1.01,1,10,6,63.9,58,4208,6.26,6.22,3.99
0.81,4,14,7,62.3,58,4209,6,5.94,3.72
0.91,1,11,7,63.6,60,4209,6.11,6.03,3.86
0.91,2,11,7,63.2,58,4209,6.15,6.07,3.86
0.91,2,11,7,63.4,54,4209,6.24,6.07,3.9
0.9,2,11,6,62.4,61,4210,6.13,6.17,3.84
0.9,2,11,6,61,60,4210,6.21,6.24,3.8
0.9,1,11,6,60.8,56,4210,6.14,6.19,3.75
0.85,2,14,6,61.8,56,4211,6.06,6.08,3.75
0.79,2,14,7,62.4,60,4213,5.86,5.88,3.66
1.12,5,14,3,60.6,55,4215,6.76,6.73,4.09
0.56,5,14,10,62.4,56,4216,5.24,5.28,3.28
0.93,5,10,6,61.5,57,4218,6.3,6.26,3.86
0.76,4,12,10,60.6,60,4223,5.85,5.89,3.56
0.9,1,11,7,63.9,57,4223,6.08,6.03,3.87
0.33,4,10,7,61,59,579,4.45,4.5,2.73
0.33,5,11,6,61.2,55,579,4.46,4.52,2.75
0.33,5,11,6,62.6,57,579,4.45,4.47,2.79
0.33,2,11,6,59.4,61,579,4.49,4.53,2.68
0.33,2,11,6,62.1,56,579,4.41,4.44,2.75
0.33,2,10,7,59.7,59,579,4.52,4.53,2.7
0.33,5,11,6,62.2,56,579,4.44,4.47,2.77
0.33,2,10,7,60.2,62,579,4.44,4.47,2.68
0.33,5,11,6,62,57,579,4.44,4.47,2.76
0.33,5,11,6,62.3,57,579,4.4,4.43,2.75
0.33,4,10,7,61.5,58,579,4.39,4.46,2.72
0.33,4,10,7,59.5,59,579,4.48,4.53,2.68
0.33,2,10,7,62.9,59,579,4.35,4.4,2.75
0.33,5,11,6,62.3,55,579,4.42,4.47,2.77
0.33,5,10,7,61.4,57,579,4.44,4.49,2.74
0.33,5,10,7,60.2,57,579,4.5,4.54,2.72
0.33,5,10,7,61.9,56,579,4.44,4.48,2.76
0.33,2,11,6,62.8,54,579,4.4,4.42,2.77
0.33,2,11,6,62.6,58,579,4.36,4.4,2.74
0.33,2,11,6,62.6,56,579,4.38,4.41,2.75
0.33,4,11,6,60,58,579,4.47,4.49,2.69
0.91,2,10,7,63.4,56,4224,6.18,6.12,3.9
1.07,4,8,6,62.8,57,4224,6.54,6.49,4.09
0.92,2,10,7,61,62,4228,6.26,6.32,3.84
0.92,2,10,7,62.9,58,4228,6.17,6.2,3.89
0.92,2,10,7,61.7,62,4228,6.2,6.12,3.8
0.72,5,12,10,62,57,4228,5.71,5.78,3.56
0.76,5,14,7,61.3,57,4229,5.87,5.9,3.61
0.9,3,12,6,64.4,53,4229,6.08,6.04,3.9
0.9,4,12,6,62.7,54,4229,6.13,6.11,3.84
1.18,5,13,3,61.6,56,4229,6.82,6.79,4.19
1.2,2,8,6,63.1,56,4232,6.77,6.71,4.25
0.9,4,10,7,62.7,60,4234,6.12,6.07,3.82
0.9,1,10,7,64.1,57,4234,6.07,6.04,3.88
0.78,2,14,7,60.5,55,4234,6,6.03,3.64
0.9,4,10,7,62.4,58,4234,6.19,6.15,3.85
0.9,2,10,7,63.5,59,4234,6.13,6.1,3.88
0.9,4,10,7,62.9,58,4234,6.12,6.06,3.83
0.9,4,10,7,62.1,59,4234,6.14,6.09,3.8
0.9,1,12,6,63.6,59,4234,6.11,6.06,3.87
0.9,4,12,6,58.7,59,4234,6.34,6.3,3.71
0.9,5,10,7,62,56,4234,6.22,6.19,3.85
0.9,4,10,7,60.2,58,4234,6.32,6.28,3.79
0.91,4,10,6,61.8,60,4238,6.22,6.18,3.83
1.01,1,9,6,62.5,59,4239,6.3,6.37,3.96
1.01,5,9,6,62.6,54,4239,6.4,6.45,4.02
1.04,4,9,7,61.4,57,4240,6.52,6.47,3.99
0.79,5,13,7,62,56,4240,5.9,5.93,3.67
0.91,4,11,6,59.5,58,4241,6.34,6.26,3.75
0.76,5,14,7,62,56,4243,5.84,5.87,3.63
0.92,1,11,6,63.4,57,4243,6.17,6.23,3.93
0.9,4,10,6,60.4,59,4246,6.27,6.24,3.78
0.92,1,10,6,63.4,57,4247,6.11,6.17,3.89
0.9,4,11,6,62.1,59,4252,6.15,6.09,3.8
0.9,1,12,6,59.8,61,4253,6.18,6.22,3.71
0.9,1,12,6,63.3,57,4253,6.04,6.09,3.84
0.9,2,10,6,60,56,4255,6.3,6.34,3.79
0.91,1,11,6,63.6,58,4257,6.1,6.14,3.89
0.91,5,11,6,62.3,57,4257,6.18,6.24,3.87
0.9,2,10,6,63.6,58,4258,6.1,6.14,3.89
0.73,5,14,7,61.9,55,4258,5.78,5.81,3.59
0.9,4,11,6,60.8,61,4259,6.22,6.12,3.75
0.9,4,11,6,62.1,59,4259,6.2,6.14,3.83
1.01,2,8,7,61.3,57,4262,6.43,6.5,3.96
0.8,2,13,6,61.6,57,4263,5.95,5.97,3.67
1.01,3,9,7,64.9,58,4263,6.17,6.22,4.02
0.94,4,10,6,62.5,58,4264,6.26,6.18,3.89
1.11,4,8,6,62.6,59,4265,6.6,6.56,4.12
0.93,5,10,7,62.7,54,4265,6.25,6.2,3.9
0.9,4,10,6,61.7,59,4266,6.13,6.19,3.8
0.9,2,12,6,64.2,59,4268,6.07,6.11,3.91
0.8,4,11,10,62.6,58,4268,5.89,5.93,3.7
0.9,1,12,6,65,58,4268,6.03,6.06,3.93
0.9,1,12,6,64.5,60,4268,6.03,6.07,3.9
1.21,4,8,6,62.4,58,4268,6.83,6.79,4.25
0.9,4,11,6,61.7,59,4269,6.14,6.22,3.81
0.9,2,11,6,61.9,56,4269,6.17,6.23,3.84
0.9,2,11,6,61.3,59,4269,6.15,6.21,3.79
0.9,2,11,6,60.9,59,4269,6.18,6.24,3.78
0.9,5,11,6,62.6,57,4269,6.14,6.2,3.86
0.9,1,11,6,63.6,58,4269,6.08,6.12,3.88
0.81,5,12,7,61.8,55,4270,5.97,6.03,3.71
0.83,5,13,6,61.3,56,4271,6.06,6.08,3.72
0.9,2,11,6,58.4,61,4276,6.33,6.38,3.71
1.29,3,11,3,66,58,4277,6.82,6.75,4.48
0.9,3,14,6,57.4,65,4277,6.26,6.29,3.6
0.9,1,13,6,64,58,4278,6.02,6.07,3.87
1,5,8,6,61.9,54,4278,6.41,6.45,3.98
0.33,4,10,7,59.2,58,579,4.5,4.55,2.68
0.33,5,11,6,61.2,55,579,4.46,4.49,2.74
0.32,5,11,6,61.5,55,580,4.39,4.43,2.71
0.32,5,10,7,61.4,55,580,4.43,4.49,2.74
0.32,5,10,7,61,56,580,4.43,4.45,2.71
0.26,4,12,7,59.5,58,580,4.22,4.18,2.5
0.26,5,12,7,62.3,56,580,4.1,4.08,2.55
0.26,5,12,7,60.9,57,580,4.13,4.11,2.51
0.26,4,13,7,60.1,60,580,4.15,4.1,2.48
0.26,4,13,6,62.1,56,580,4.13,4.11,2.56
0.26,4,13,6,60.4,58,580,4.19,4.15,2.52
0.26,5,13,7,61.8,55,580,4.13,4.09,2.54
0.26,4,13,7,61.9,58,580,4.11,4.1,2.54
0.26,5,14,7,62,55,580,4.12,4.1,2.55
0.32,4,13,6,59.3,58,580,4.45,4.49,2.65
0.3,2,11,7,62.6,56,581,4.29,4.31,2.69
0.43,4,10,3,62,59,581,4.83,4.78,2.98
0.31,3,13,6,55.9,62,581,4.6,4.56,2.56
0.97,5,8,7,61.3,57,4278,6.37,6.41,3.92
1.02,5,9,6,60.8,57,4281,6.42,6.5,3.93
1.02,5,9,6,62.7,56,4281,6.37,6.43,4.01
1.05,3,9,7,58.9,66,4281,6.71,6.6,3.92
1.03,5,8,6,61.6,57,4283,6.52,6.47,4
1.11,2,8,6,61.8,56,4283,6.59,6.64,4.09
0.91,1,11,7,63.4,54,4284,6.07,6.24,3.9
0.91,1,11,7,63.6,60,4284,6.03,6.11,3.86
0.91,1,11,7,63.2,58,4284,6.07,6.15,3.86
0.81,4,14,7,62.3,58,4284,5.94,6,3.72
1.5,3,8,3,68.8,57,4284,6.94,6.87,4.75
0.92,4,11,6,61.6,62,4287,6.3,6.24,3.86
0.71,1,14,6,63.6,54,4289,5.7,5.75,3.64
1.03,2,8,7,63.4,58,4292,6.36,6.42,4.05
0.85,2,12,7,62,55,4293,6.08,6.14,3.78
0.56,5,14,10,61.9,57,4293,5.28,5.31,3.28
0.91,4,10,6,60.6,58,4293,6.3,6.25,3.8
0.9,2,11,6,60.5,60,4296,6.2,6.24,3.76
0.9,1,11,6,61.5,61,4296,6.18,6.21,3.81
0.9,2,11,7,62.4,58,4297,6.14,6.16,3.84
0.91,1,10,7,63.4,56,4298,6.12,6.18,3.9
1.09,4,8,7,59.3,57,4303,6.79,6.74,4.01
